"file";"ID";"N";"M";"SD";"r";"method";"result"
"N192_M5_SD1_r0.4_A9S1V5R8";"A9S1V5R8";192;5;1;0.4;"random";"2, 2, 1, 3, 3, 3, 2, 1, 2, 2, 2, 1, 1, 1, 3, 1, 1, 2, 2, 2, 3, 1, 1, 1, 2, 2, 1, 1, 3, 2, 3, 2, 2, 1, 3, 1, 2, 2, 3, 3, 1, 1, 1, 1, 3, 3, 3, 3, 1, 2, 2, 3, 1, 1, 1, 2, 3, 2, 2, 2, 2, 3, 2, 3, 3, 2, 1, 1, 1, 1, 2, 1, 1, 3, 2, 3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 2, 2, 1, 2, 2, 3, 1, 3, 3, 2, 2, 3, 1, 2, 3, 1, 3, 2, 3, 1, 2, 3, 3, 1, 1, 3, 3, 3, 2, 1, 2, 2, 2, 3, 1, 3, 3, 2, 3, 1, 1, 2, 1, 2, 3, 1, 3, 1, 3, 1, 3, 2, 3, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 3, 1, 3, 2, 2, 2, 2, 1, 1, 1, 1, 3, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 3, 3, 3, 2, 3, 2, 1, 3"
"N300_M4_SD3_r0.5_H3R6O2V8";"H3R6O2V8";300;4;3;0.5;"diversity";"1, 1, 1, 1, 3, 1, 3, 3, 1, 2, 1, 3, 1, 3, 2, 2, 1, 2, 3, 2, 3, 2, 3, 3, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 3, 3, 2, 3, 1, 2, 3, 1, 1, 3, 2, 3, 2, 1, 2, 3, 3, 3, 1, 1, 3, 2, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 3, 2, 2, 2, 1, 3, 2, 1, 3, 2, 1, 1, 3, 3, 1, 1, 3, 3, 1, 1, 3, 1, 2, 1, 2, 1, 2, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 2, 1, 1, 1, 3, 1, 2, 3, 2, 3, 2, 3, 2, 2, 2, 1, 3, 3, 2, 3, 2, 3, 1, 2, 1, 2, 1, 2, 2, 2, 3, 2, 1, 1, 2, 1, 3, 2, 2, 3, 1, 2, 3, 2, 1, 2, 1, 2, 3, 3, 2, 1, 3, 1, 3, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 3, 1, 3, 2, 2, 3, 2, 2, 2, 3, 1, 1, 1, 2, 3, 2, 3, 1, 3, 3, 2, 1, 2, 1, 1, 2, 1, 2, 1, 3, 2, 2, 2, 1, 1, 3, 3, 2, 1, 3, 2, 3, 3, 3, 1, 1, 3, 3, 2, 2, 3, 1, 3, 2, 3, 1, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 3, 1, 2, 3, 2, 2, 2, 3, 2, 1, 1, 3, 2, 2, 3, 2, 3, 3, 1, 1, 2, 1, 1, 3, 1, 3, 3, 1, 2, 1, 2, 1, 2, 3, 3, 1, 3, 2, 2, 3, 1, 2, 2, 2, 3, 3, 3, 3, 2, 3, 2, 1, 3, 2, 2, 3, 2"
"N300_M4_SD3_r0.5_H3R6O2V8";"H3R6O2V8";300;4;3;0.5;"k-means";"2, 1, 3, 2, 1, 3, 2, 1, 1, 3, 1, 2, 3, 3, 1, 1, 2, 2, 2, 3, 1, 3, 3, 2, 2, 3, 2, 3, 1, 2, 1, 3, 1, 3, 3, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 3, 3, 2, 1, 3, 1, 3, 2, 3, 3, 3, 2, 3, 1, 2, 2, 3, 1, 1, 1, 3, 3, 1, 3, 2, 3, 1, 1, 1, 2, 1, 3, 1, 2, 2, 2, 3, 1, 2, 1, 3, 1, 2, 1, 1, 3, 2, 1, 2, 2, 3, 1, 1, 3, 3, 1, 2, 3, 1, 1, 2, 1, 2, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 1, 1, 3, 1, 1, 3, 1, 1, 3, 2, 2, 2, 1, 2, 3, 3, 1, 3, 1, 3, 1, 1, 3, 3, 2, 1, 3, 1, 3, 3, 1, 1, 2, 1, 3, 2, 1, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1, 3, 1, 3, 1, 1, 2, 3, 1, 2, 2, 2, 2, 1, 2, 3, 1, 3, 3, 1, 2, 3, 2, 3, 2, 2, 1, 3, 3, 2, 2, 3, 1, 3, 1, 2, 3, 2, 3, 1, 1, 1, 3, 1, 2, 3, 3, 1, 2, 1, 3, 1, 2, 3, 3, 2, 3, 3, 1, 3, 2, 2, 1, 2, 3, 1, 1, 2, 3, 2, 2, 3, 3, 1, 3, 3, 2, 2, 3, 1, 2, 1, 2, 1, 1, 2, 3, 1, 2, 2, 2, 3, 3, 1, 2, 2, 2, 2, 1, 3, 3, 1, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 3"
"N300_M4_SD3_r0.5_H3R6O2V8";"H3R6O2V8";300;4;3;0.5;"k-plus";"1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 3, 1, 1, 3, 3, 3, 1, 3, 2, 3, 1, 3, 2, 3, 3, 3, 3, 1, 3, 2, 2, 1, 3, 3, 1, 1, 1, 2, 3, 2, 1, 3, 3, 3, 1, 1, 3, 2, 2, 2, 1, 2, 3, 2, 1, 1, 2, 3, 1, 1, 1, 2, 2, 2, 1, 2, 1, 3, 1, 2, 3, 1, 1, 1, 2, 3, 2, 1, 1, 3, 2, 1, 3, 3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 3, 2, 3, 1, 2, 1, 2, 2, 1, 2, 3, 3, 2, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 2, 1, 3, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 3, 1, 2, 3, 2, 2, 2, 1, 1, 3, 3, 2, 3, 1, 1, 3, 3, 3, 1, 3, 2, 1, 3, 2, 2, 2, 1, 2, 2, 3, 3, 3, 1, 3, 1, 1, 3, 2, 1, 3, 3, 3, 3, 1, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 1, 3, 1, 1, 2, 2, 3, 2, 3, 3, 3, 3, 2, 1, 2, 2, 1, 3, 2, 2, 3, 1, 3, 2, 3, 1, 2, 3, 2, 1, 2, 2, 2, 1, 3, 3, 2, 1, 2, 1, 2, 3, 2, 3, 2, 2, 1, 1, 3, 1, 2, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 3, 1, 3, 2, 1, 2, 3, 2, 2, 3, 2, 1, 2, 2, 3, 3, 3, 1, 3, 3, 2, 1, 3, 2, 3, 1, 2, 3, 1, 2, 2, 3, 1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 3"
"N300_M4_SD3_r0.5_H3R6O2V8";"H3R6O2V8";300;4;3;0.5;"k-plus-skew-kurtosis";"3, 3, 3, 1, 3, 1, 3, 1, 2, 2, 2, 2, 3, 3, 2, 2, 1, 1, 2, 3, 1, 1, 2, 3, 3, 2, 2, 1, 3, 3, 1, 2, 1, 3, 3, 1, 2, 2, 2, 1, 2, 2, 1, 3, 2, 2, 1, 2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 1, 3, 2, 1, 1, 2, 2, 2, 3, 3, 2, 2, 1, 2, 1, 3, 2, 3, 1, 1, 3, 3, 2, 3, 1, 1, 3, 3, 2, 3, 3, 3, 1, 2, 3, 2, 1, 2, 1, 3, 1, 3, 2, 2, 3, 1, 2, 3, 1, 3, 2, 2, 2, 1, 2, 2, 2, 2, 3, 1, 3, 1, 3, 2, 3, 1, 1, 3, 2, 2, 3, 1, 2, 2, 2, 2, 3, 1, 3, 2, 3, 2, 2, 1, 1, 3, 2, 3, 1, 1, 3, 3, 3, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 2, 1, 3, 3, 2, 3, 3, 3, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 3, 3, 1, 2, 3, 2, 2, 1, 1, 3, 3, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 1, 3, 3, 2, 2, 2, 3, 3, 3, 1, 1, 3, 2, 3, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 1, 3, 3, 1, 3, 1, 1, 1, 2, 3, 2, 3, 3, 3, 1, 1, 3, 2, 3, 2, 1, 1, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 1, 2, 1, 1, 3, 1, 3, 3, 2, 1, 1, 1, 2, 1, 3, 2, 1, 3, 3, 2, 2, 1, 2, 2, 1"
"N300_M4_SD3_r0.5_H3R6O2V8";"H3R6O2V8";300;4;3;0.5;"k-plus-correlation";"1, 2, 3, 1, 2, 2, 2, 1, 2, 2, 2, 3, 2, 3, 2, 3, 1, 3, 2, 2, 3, 2, 2, 3, 1, 3, 2, 1, 3, 2, 2, 1, 2, 3, 3, 2, 1, 2, 1, 2, 1, 3, 2, 3, 1, 3, 3, 2, 2, 1, 3, 1, 1, 3, 2, 2, 3, 1, 3, 2, 2, 3, 3, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1, 3, 1, 3, 1, 3, 2, 3, 3, 2, 1, 1, 1, 2, 2, 1, 3, 3, 1, 3, 3, 3, 1, 1, 2, 3, 2, 3, 2, 2, 2, 1, 2, 3, 1, 2, 3, 2, 1, 3, 2, 2, 3, 2, 3, 3, 1, 1, 2, 1, 1, 1, 1, 3, 3, 2, 2, 3, 3, 3, 3, 2, 1, 3, 3, 1, 3, 2, 3, 1, 1, 2, 3, 1, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 1, 2, 3, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 3, 3, 1, 3, 3, 3, 3, 1, 3, 1, 2, 1, 3, 3, 1, 2, 1, 2, 2, 3, 3, 2, 2, 1, 3, 3, 1, 1, 1, 1, 1, 3, 3, 1, 2, 3, 1, 2, 1, 2, 1, 2, 1, 3, 1, 1, 2, 1, 3, 2, 2, 1, 3, 3, 3, 3, 1, 3, 1, 3, 2, 1, 3, 2, 1, 1, 1, 3, 1, 2, 2, 2, 2, 1, 3, 2, 1, 3, 3, 1, 1, 3, 1, 2, 1, 3, 1, 2, 3, 2, 2, 1, 3, 1, 3, 1, 1, 3, 2, 2, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 3, 3, 1, 3, 3, 2, 3, 3"
"N300_M4_SD3_r0.5_H3R6O2V8";"H3R6O2V8";300;4;3;0.5;"random";"2, 2, 3, 3, 3, 2, 3, 2, 2, 1, 2, 2, 3, 1, 2, 3, 3, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 3, 1, 3, 2, 3, 1, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 3, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 1, 2, 1, 1, 3, 1, 3, 3, 3, 2, 1, 2, 2, 3, 2, 1, 2, 2, 3, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 1, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 3, 1, 2, 2, 2, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 1, 1, 2, 1, 2, 2, 3, 2, 1, 2, 2, 2, 1, 3, 3, 3, 2, 1, 2, 1, 3, 3, 2, 2, 3, 3, 1, 1, 2, 2, 3, 2, 2, 2, 3, 1, 2, 3, 2, 2, 3, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 3, 1, 3, 1, 2, 3, 1, 2, 1, 2, 3, 3, 2, 2, 3, 3, 3, 3, 1, 1, 3, 2, 3, 1, 1, 3, 2, 2, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 1, 3, 3, 3, 2, 2, 2, 3, 2, 2, 3, 1, 1, 3, 2, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 3, 1, 3, 2, 1, 2, 1, 2, 3, 3, 3, 2, 2, 2, 3, 2, 2, 1, 2, 3, 3, 3, 3, 2, 3, 1, 2, 2, 2, 1, 3, 2, 2, 3, 1, 3, 3, 3, 3, 1, 3, 1, 1"
"N132_M3_SD3_r0.5_G2K7A5Z8";"G2K7A5Z8";132;3;3;0.5;"diversity";"3, 3, 3, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 3, 2, 2, 3, 1, 3, 1, 3, 2, 3, 3, 1, 1, 1, 2, 3, 2, 3, 3, 3, 1, 2, 3, 1, 1, 1, 2, 3, 3, 1, 3, 3, 2, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 2, 3, 1, 2, 1, 1, 2, 1, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 1, 2, 2, 3, 2, 1, 1, 2, 1, 3, 3, 1, 2, 3, 3, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2, 3, 1, 2, 1, 1, 3, 3, 2, 2, 2, 2, 1, 3, 1, 3, 1, 1, 1, 2"
"N132_M3_SD3_r0.5_G2K7A5Z8";"G2K7A5Z8";132;3;3;0.5;"k-means";"3, 1, 3, 2, 3, 3, 1, 1, 3, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 1, 2, 1, 1, 3, 3, 3, 2, 3, 3, 3, 2, 2, 3, 3, 1, 3, 1, 1, 2, 2, 1, 1, 3, 1, 1, 1, 2, 3, 1, 2, 2, 1, 3, 3, 2, 2, 2, 2, 2, 1, 1, 3, 3, 3, 3, 2, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 1, 3, 3, 1, 3, 2, 2, 2, 2, 3, 3, 3, 3, 1, 2, 1, 2, 1, 2, 3, 3, 2, 3, 2, 2, 3, 3, 3, 1, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 1, 2, 1, 3, 3, 2, 3, 2"
"N132_M3_SD3_r0.5_G2K7A5Z8";"G2K7A5Z8";132;3;3;0.5;"k-plus";"3, 3, 3, 1, 1, 2, 1, 2, 3, 1, 2, 1, 1, 2, 3, 1, 1, 1, 2, 3, 2, 2, 2, 2, 2, 1, 1, 2, 1, 3, 3, 3, 2, 1, 3, 1, 3, 2, 1, 2, 3, 3, 3, 1, 2, 3, 2, 3, 1, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 3, 2, 1, 2, 1, 3, 1, 3, 3, 2, 1, 2, 1, 2, 3, 2, 3, 2, 3, 3, 3, 1, 2, 2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 3, 3, 1, 2, 1, 1, 3, 1, 1, 3, 3, 2, 3, 3, 1, 3, 1, 1, 3, 1, 1, 2, 3, 1, 2, 1, 2, 2, 3, 2, 2, 1, 1, 1, 1, 1"
"N132_M3_SD3_r0.5_G2K7A5Z8";"G2K7A5Z8";132;3;3;0.5;"k-plus-skew-kurtosis";"2, 3, 2, 2, 1, 1, 3, 2, 2, 3, 1, 1, 2, 3, 3, 1, 2, 3, 1, 2, 1, 3, 1, 2, 2, 2, 3, 3, 2, 3, 2, 2, 1, 1, 2, 3, 2, 2, 3, 3, 2, 3, 3, 1, 1, 1, 2, 2, 3, 3, 1, 2, 1, 2, 1, 3, 2, 1, 1, 1, 3, 3, 1, 2, 3, 3, 1, 3, 3, 2, 3, 3, 3, 1, 2, 3, 1, 2, 3, 2, 3, 1, 3, 1, 2, 1, 1, 1, 1, 3, 2, 2, 3, 1, 1, 1, 2, 2, 1, 3, 1, 2, 1, 3, 2, 1, 3, 1, 3, 2, 3, 2, 1, 1, 2, 2, 1, 1, 2, 3, 1, 2, 1, 2, 2, 1, 2, 3, 3, 3, 3, 3"
"N132_M3_SD3_r0.5_G2K7A5Z8";"G2K7A5Z8";132;3;3;0.5;"k-plus-correlation";"1, 2, 2, 1, 3, 1, 3, 3, 1, 2, 3, 3, 1, 3, 2, 1, 3, 3, 1, 2, 2, 3, 2, 2, 1, 2, 2, 1, 2, 1, 1, 3, 2, 3, 1, 2, 2, 1, 1, 3, 2, 1, 2, 2, 3, 1, 2, 2, 2, 1, 2, 2, 1, 3, 3, 3, 3, 1, 2, 3, 2, 2, 1, 2, 1, 1, 3, 2, 3, 2, 3, 2, 1, 1, 3, 1, 2, 2, 1, 3, 2, 2, 3, 3, 1, 1, 3, 3, 2, 2, 2, 2, 2, 1, 1, 3, 1, 3, 3, 3, 1, 2, 2, 1, 3, 1, 1, 1, 2, 3, 3, 2, 1, 3, 2, 1, 3, 1, 1, 3, 3, 2, 3, 3, 1, 1, 3, 1, 3, 3, 3, 1"
"N132_M3_SD3_r0.5_G2K7A5Z8";"G2K7A5Z8";132;3;3;0.5;"random";"3, 2, 1, 3, 2, 3, 2, 2, 3, 3, 2, 1, 1, 2, 2, 3, 1, 1, 3, 2, 2, 3, 1, 2, 2, 1, 1, 2, 2, 3, 3, 3, 1, 2, 1, 1, 2, 2, 2, 2, 3, 2, 3, 1, 1, 2, 1, 2, 1, 2, 3, 1, 3, 1, 2, 2, 2, 1, 2, 3, 1, 1, 1, 2, 1, 3, 1, 3, 3, 2, 3, 1, 3, 3, 1, 1, 2, 1, 2, 1, 1, 1, 3, 3, 3, 3, 2, 3, 1, 1, 3, 1, 1, 3, 1, 1, 2, 1, 2, 3, 3, 1, 2, 2, 3, 3, 2, 3, 3, 2, 1, 2, 1, 2, 1, 3, 1, 3, 2, 1, 3, 2, 1, 2, 3, 2, 3, 3, 3, 3, 3, 2"
"N108_M3_SD2_r0.3_A1I0P8O4";"A1I0P8O4";108;3;2;0.3;"diversity";"3, 1, 3, 1, 3, 1, 3, 1, 1, 3, 1, 1, 1, 3, 3, 1, 1, 2, 2, 1, 3, 2, 2, 3, 3, 1, 1, 3, 2, 2, 3, 1, 3, 1, 3, 1, 1, 3, 1, 1, 1, 1, 2, 1, 3, 2, 3, 2, 2, 2, 3, 3, 2, 1, 1, 2, 2, 2, 2, 3, 3, 2, 1, 2, 1, 3, 3, 3, 3, 2, 3, 2, 2, 3, 1, 1, 3, 1, 2, 3, 2, 3, 3, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 2, 2, 1, 2, 1, 2, 3, 2, 3, 2"
"N108_M3_SD2_r0.3_A1I0P8O4";"A1I0P8O4";108;3;2;0.3;"k-means";"3, 3, 1, 3, 3, 2, 3, 1, 3, 3, 1, 3, 2, 1, 1, 1, 3, 1, 3, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1, 2, 2, 2, 3, 1, 3, 2, 3, 2, 1, 2, 1, 3, 2, 3, 2, 2, 3, 2, 3, 3, 1, 1, 1, 2, 1, 2, 1, 2, 1, 3, 3, 2, 3, 1, 3, 1, 2, 2, 3, 1, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 1, 3, 2, 2, 1, 2, 3, 3, 1, 1, 3, 1, 1, 2, 2, 3, 2, 2, 3, 2, 1, 2, 1, 1, 1, 1, 2, 2"
"N108_M3_SD2_r0.3_A1I0P8O4";"A1I0P8O4";108;3;2;0.3;"k-plus";"1, 2, 1, 1, 2, 3, 2, 2, 3, 2, 1, 2, 3, 3, 1, 2, 2, 2, 2, 1, 3, 3, 2, 1, 1, 3, 2, 3, 3, 2, 3, 2, 1, 2, 3, 3, 1, 2, 3, 2, 1, 1, 2, 2, 1, 1, 1, 3, 1, 2, 3, 1, 2, 2, 3, 3, 2, 3, 1, 1, 1, 2, 2, 2, 2, 3, 2, 2, 3, 3, 1, 2, 3, 1, 2, 1, 1, 3, 3, 3, 3, 1, 3, 3, 1, 2, 1, 2, 1, 1, 3, 3, 2, 3, 3, 1, 3, 1, 3, 3, 1, 1, 2, 1, 2, 1, 1, 3"
"N108_M3_SD2_r0.3_A1I0P8O4";"A1I0P8O4";108;3;2;0.3;"k-plus-skew-kurtosis";"3, 2, 2, 3, 3, 3, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 3, 1, 3, 3, 3, 1, 3, 2, 3, 2, 3, 2, 2, 2, 1, 1, 3, 3, 1, 1, 1, 1, 3, 1, 3, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2, 1, 3, 1, 2, 2, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 1, 2, 1, 2, 2, 2, 1, 3, 3, 3, 3, 2, 1, 1, 3, 1, 3, 1, 2, 3, 2, 3, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 3, 3, 3, 1"
"N108_M3_SD2_r0.3_A1I0P8O4";"A1I0P8O4";108;3;2;0.3;"k-plus-correlation";"3, 1, 2, 1, 2, 2, 3, 3, 1, 2, 2, 1, 1, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 1, 3, 2, 2, 2, 2, 3, 3, 1, 3, 3, 1, 2, 1, 1, 2, 3, 1, 3, 3, 2, 1, 1, 1, 3, 3, 3, 2, 3, 2, 2, 1, 1, 3, 1, 1, 3, 3, 2, 3, 3, 3, 2, 3, 3, 1, 3, 3, 1, 2, 1, 2, 3, 1, 1, 2, 2, 2, 3, 1, 1, 3, 2, 1, 1, 1, 1, 3, 1, 2, 3, 1, 1, 2, 2, 2, 3, 1, 1, 2, 3, 1, 1, 3, 2"
"N108_M3_SD2_r0.3_A1I0P8O4";"A1I0P8O4";108;3;2;0.3;"random";"3, 1, 1, 2, 2, 3, 2, 2, 1, 3, 2, 2, 3, 1, 3, 2, 2, 2, 2, 2, 3, 1, 2, 1, 3, 3, 1, 3, 2, 1, 2, 1, 2, 2, 3, 3, 3, 1, 2, 2, 1, 2, 3, 3, 3, 2, 2, 1, 1, 3, 2, 1, 1, 2, 1, 1, 3, 1, 3, 3, 3, 2, 3, 1, 2, 1, 1, 3, 3, 3, 1, 1, 1, 1, 2, 1, 3, 2, 3, 3, 1, 1, 2, 2, 1, 2, 3, 2, 2, 3, 3, 1, 3, 1, 1, 3, 3, 1, 3, 1, 1, 1, 2, 2, 3, 2, 3, 2"
"N36_M4_SD2_r0.1_F5Z1P8Q6";"F5Z1P8Q6";36;4;2;0.1;"diversity";"3, 1, 1, 1, 3, 3, 2, 1, 2, 1, 1, 2, 2, 2, 3, 2, 2, 3, 3, 2, 1, 1, 3, 2, 1, 2, 3, 1, 3, 2, 1, 3, 3, 3, 2, 1"
"N36_M4_SD2_r0.1_F5Z1P8Q6";"F5Z1P8Q6";36;4;2;0.1;"k-means";"2, 2, 3, 3, 3, 1, 3, 2, 1, 2, 1, 2, 3, 3, 1, 3, 3, 2, 1, 1, 1, 2, 1, 1, 3, 3, 3, 2, 2, 2, 1, 1, 1, 2, 2, 3"
"N36_M4_SD2_r0.1_F5Z1P8Q6";"F5Z1P8Q6";36;4;2;0.1;"k-plus";"2, 2, 3, 1, 2, 1, 2, 1, 3, 2, 3, 1, 3, 1, 1, 2, 2, 1, 1, 3, 2, 2, 3, 1, 3, 3, 3, 2, 3, 1, 3, 2, 1, 1, 3, 2"
"N36_M4_SD2_r0.1_F5Z1P8Q6";"F5Z1P8Q6";36;4;2;0.1;"k-plus-skew-kurtosis";"1, 3, 3, 3, 1, 3, 2, 1, 1, 3, 1, 2, 3, 3, 3, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 3, 2, 1, 3, 1, 2, 3, 1, 2, 3, 1"
"N36_M4_SD2_r0.1_F5Z1P8Q6";"F5Z1P8Q6";36;4;2;0.1;"k-plus-correlation";"2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 1, 3, 1, 1, 2, 2, 3, 3, 2, 2, 2, 3, 3, 3, 1, 2, 1, 3, 1, 3, 3, 3, 1, 2"
"N36_M4_SD2_r0.1_F5Z1P8Q6";"F5Z1P8Q6";36;4;2;0.1;"random";"3, 3, 1, 2, 2, 2, 3, 3, 2, 2, 1, 2, 2, 3, 1, 1, 2, 3, 3, 1, 1, 2, 3, 2, 1, 1, 3, 1, 1, 3, 1, 2, 2, 3, 1, 3"
"N228_M4_SD1_r0.3_W5U2M1F4";"W5U2M1F4";228;4;1;0.3;"diversity";"1, 2, 3, 1, 2, 1, 2, 2, 1, 2, 3, 3, 2, 1, 3, 3, 3, 3, 2, 2, 3, 2, 1, 2, 3, 1, 3, 2, 3, 3, 2, 3, 3, 1, 3, 3, 3, 3, 2, 3, 1, 2, 1, 2, 2, 3, 2, 1, 3, 1, 3, 2, 1, 2, 2, 2, 3, 3, 1, 3, 1, 2, 2, 1, 3, 1, 2, 3, 1, 2, 3, 3, 3, 3, 2, 1, 2, 3, 1, 2, 2, 1, 2, 3, 2, 3, 1, 2, 1, 2, 3, 3, 3, 3, 2, 1, 2, 3, 3, 1, 1, 3, 1, 2, 1, 2, 3, 2, 1, 2, 3, 1, 3, 1, 1, 1, 2, 1, 3, 1, 2, 2, 1, 1, 2, 2, 3, 2, 2, 3, 3, 1, 1, 1, 2, 1, 3, 3, 1, 2, 1, 3, 1, 3, 1, 3, 3, 3, 1, 1, 3, 2, 2, 2, 2, 3, 2, 3, 1, 2, 1, 2, 1, 1, 2, 3, 2, 1, 2, 3, 1, 3, 2, 3, 2, 3, 2, 1, 2, 3, 2, 1, 1, 3, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 3, 1, 1, 2, 3"
"N228_M4_SD1_r0.3_W5U2M1F4";"W5U2M1F4";228;4;1;0.3;"k-means";"1, 2, 2, 1, 3, 1, 2, 2, 2, 3, 3, 1, 2, 2, 3, 3, 1, 2, 3, 1, 3, 3, 2, 2, 1, 1, 2, 2, 1, 3, 2, 3, 3, 1, 1, 2, 3, 1, 3, 3, 3, 1, 3, 2, 1, 2, 3, 1, 2, 2, 2, 3, 3, 2, 3, 3, 1, 3, 1, 2, 1, 3, 3, 1, 2, 3, 2, 3, 1, 2, 2, 2, 3, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 3, 3, 2, 1, 2, 1, 3, 3, 3, 3, 2, 3, 2, 1, 3, 1, 2, 2, 1, 3, 1, 1, 1, 3, 3, 1, 2, 2, 3, 1, 1, 2, 3, 2, 2, 3, 3, 3, 2, 3, 1, 2, 2, 1, 1, 2, 1, 3, 1, 3, 1, 2, 2, 2, 1, 3, 3, 2, 1, 3, 2, 1, 1, 2, 1, 1, 2, 1, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 2, 3, 2, 1, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 1, 2, 1, 2, 1, 1, 3, 3, 3, 2, 1, 2, 2, 3, 2, 1, 3, 3, 2, 2, 1, 3, 2, 3, 1, 1, 2, 1, 1, 1, 3, 2, 2, 2, 3, 2, 1, 2, 3, 1, 1, 1, 2, 2, 2, 3, 3, 1, 3"
