"file";"ID";"N";"M";"SD";"method";"result"
"N192_M2_SD1_r0.3_R1X5M4E7";"R1X5M4E7";"192";"2";0.3;"kplus-skew-kurtosis";"2, 4, 1, 1, 3, 2, 2, 3, 1, 2, 2, 4, 1, 1, 4, 3, 3, 3, 4, 1, 2, 4, 3, 3, 2, 1, 3, 1, 3, 3, 4, 4, 2, 2, 1, 2, 3, 1, 2, 3, 4, 4, 1, 3, 1, 4, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 4, 1, 1, 3, 2, 1, 4, 1, 4, 4, 4, 2, 4, 4, 2, 3, 2, 4, 4, 1, 1, 2, 3, 1, 2, 3, 1, 4, 4, 1, 3, 3, 1, 2, 4, 4, 4, 3, 2, 1, 1, 4, 2, 4, 3, 2, 3, 3, 2, 4, 3, 1, 2, 1, 1, 2, 4, 2, 3, 3, 3, 4, 4, 2, 2, 3, 3, 4, 3, 1, 1, 1, 2, 1, 1, 4, 2, 1, 2, 1, 3, 3, 4, 3, 4, 2, 3, 3, 3, 3, 2, 2, 2, 3, 3, 2, 3, 1, 4, 3, 1, 3, 4, 1, 4, 2, 4, 2, 1, 1, 1, 2, 2, 3, 3, 4, 1, 1, 3, 4, 4, 1, 4, 1, 2, 4, 4, 4, 1, 3, 2, 1, 4, 4, 4, 1"
"N192_M2_SD1_r0.3_R1X5M4E7";"R1X5M4E7";"192";"2";0.3;"kplus-correlation";"4, 2, 2, 2, 4, 4, 4, 3, 4, 1, 4, 2, 4, 2, 4, 3, 1, 2, 1, 1, 4, 3, 4, 4, 2, 4, 3, 3, 4, 4, 4, 2, 2, 3, 2, 2, 2, 4, 3, 2, 4, 1, 3, 4, 1, 4, 1, 4, 4, 3, 4, 3, 2, 2, 3, 2, 1, 4, 3, 3, 1, 3, 2, 3, 4, 2, 4, 2, 3, 3, 2, 2, 4, 1, 1, 2, 4, 2, 3, 3, 3, 1, 4, 3, 2, 2, 3, 2, 2, 2, 2, 3, 1, 2, 4, 2, 2, 1, 3, 1, 3, 3, 4, 1, 1, 1, 3, 3, 2, 1, 3, 3, 4, 4, 1, 4, 2, 4, 3, 3, 4, 4, 1, 3, 3, 1, 4, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3, 1, 2, 4, 2, 4, 4, 3, 2, 1, 1, 4, 3, 2, 1, 3, 3, 2, 2, 1, 1, 4, 3, 4, 4, 1, 1, 2, 2, 4, 1, 4, 1, 4, 3, 3, 2, 1, 3, 3, 1, 1, 1, 2, 3, 4, 1, 2, 2, 1, 3, 1, 3, 1, 1"
"N192_M2_SD1_r0.3_R1X5M4E7";"R1X5M4E7";"192";"2";0.3;"random";"3, 3, 2, 1, 2, 2, 4, 1, 2, 2, 3, 1, 1, 3, 3, 2, 1, 2, 4, 1, 3, 1, 3, 1, 4, 2, 3, 3, 3, 4, 2, 1, 2, 2, 3, 3, 4, 1, 1, 3, 3, 1, 4, 1, 1, 1, 4, 2, 2, 2, 3, 2, 4, 1, 1, 4, 2, 3, 4, 2, 3, 4, 2, 3, 3, 4, 3, 2, 1, 1, 4, 4, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 4, 2, 4, 1, 3, 1, 4, 4, 3, 3, 4, 1, 4, 3, 1, 1, 3, 4, 2, 1, 4, 2, 1, 4, 4, 3, 1, 2, 2, 1, 1, 1, 2, 4, 4, 1, 3, 1, 4, 1, 3, 4, 1, 2, 4, 1, 1, 1, 4, 3, 4, 1, 1, 3, 3, 4, 1, 1, 4, 3, 2, 4, 3, 4, 2, 3, 1, 1, 3, 4, 1, 2, 3, 2, 2, 3, 1, 2, 3, 4, 1, 4, 2, 1, 2, 4, 3, 3, 4, 4, 4, 2, 4, 4, 4, 2, 4, 3, 2, 2, 3, 2, 3, 1, 4, 4, 2, 2, 3"
"N192_M2_SD1_r0.3_V3G1M9P4";"V3G1M9P4";"192";"2";0.3;"diversity";"4, 4, 3, 2, 2, 1, 2, 3, 4, 2, 1, 3, 4, 1, 2, 3, 4, 1, 3, 3, 4, 1, 1, 2, 1, 4, 1, 3, 3, 4, 1, 2, 2, 1, 1, 2, 2, 1, 3, 2, 4, 1, 2, 3, 1, 2, 3, 2, 1, 1, 3, 2, 4, 4, 4, 1, 1, 4, 1, 3, 1, 1, 3, 2, 2, 2, 1, 4, 4, 1, 4, 4, 2, 4, 1, 1, 1, 3, 2, 3, 2, 4, 4, 4, 3, 2, 3, 2, 3, 2, 4, 1, 4, 3, 3, 3, 3, 2, 1, 1, 1, 2, 3, 4, 2, 2, 2, 2, 1, 3, 4, 1, 2, 2, 4, 3, 1, 2, 4, 2, 1, 3, 3, 3, 4, 2, 3, 3, 3, 4, 4, 3, 2, 4, 1, 1, 1, 4, 4, 2, 2, 4, 3, 4, 3, 3, 2, 2, 4, 1, 4, 3, 4, 1, 2, 4, 4, 3, 3, 4, 2, 2, 1, 2, 3, 2, 3, 4, 3, 4, 4, 1, 4, 1, 4, 4, 1, 2, 3, 3, 1, 1, 4, 2, 3, 1, 3, 1, 2, 3, 1, 3"
"N192_M2_SD1_r0.3_V3G1M9P4";"V3G1M9P4";"192";"2";0.3;"k-means";"1, 2, 1, 2, 1, 3, 1, 3, 4, 1, 3, 4, 3, 1, 3, 2, 4, 4, 4, 2, 2, 3, 1, 2, 3, 4, 3, 4, 3, 1, 1, 4, 2, 4, 1, 1, 3, 2, 2, 1, 4, 4, 2, 3, 4, 3, 2, 1, 3, 2, 2, 1, 1, 2, 4, 1, 3, 4, 1, 2, 4, 1, 2, 1, 3, 3, 2, 2, 1, 2, 2, 3, 4, 1, 1, 3, 3, 3, 1, 4, 2, 2, 4, 2, 1, 4, 3, 4, 3, 1, 2, 3, 4, 2, 3, 4, 4, 1, 3, 4, 2, 2, 1, 4, 3, 4, 4, 2, 1, 2, 1, 2, 4, 1, 1, 4, 2, 3, 3, 4, 4, 4, 2, 4, 2, 3, 4, 3, 4, 3, 2, 3, 1, 4, 3, 1, 4, 2, 1, 2, 1, 3, 2, 2, 1, 1, 3, 2, 2, 2, 4, 1, 1, 3, 2, 2, 1, 2, 3, 4, 4, 4, 4, 4, 4, 2, 2, 3, 1, 1, 2, 3, 1, 1, 3, 4, 2, 1, 3, 4, 3, 1, 3, 3, 3, 4, 3, 1, 1, 3, 3, 4"
"N192_M2_SD1_r0.3_V3G1M9P4";"V3G1M9P4";"192";"2";0.3;"kplus";"4, 1, 3, 1, 3, 4, 4, 3, 1, 4, 3, 4, 3, 3, 4, 1, 2, 1, 3, 2, 1, 3, 3, 2, 4, 4, 4, 2, 1, 2, 4, 1, 1, 4, 4, 4, 2, 1, 1, 2, 3, 2, 1, 3, 1, 3, 3, 3, 4, 1, 2, 4, 4, 3, 1, 2, 1, 2, 3, 3, 3, 4, 2, 3, 2, 4, 2, 4, 4, 4, 1, 3, 2, 2, 3, 4, 4, 4, 1, 1, 2, 3, 2, 2, 1, 1, 4, 1, 4, 2, 3, 2, 4, 3, 4, 3, 1, 2, 2, 1, 3, 4, 1, 3, 1, 1, 4, 4, 3, 2, 3, 4, 2, 1, 1, 3, 3, 1, 1, 2, 3, 1, 4, 2, 1, 1, 2, 2, 2, 2, 2, 2, 4, 2, 1, 3, 2, 4, 3, 1, 1, 2, 4, 1, 1, 1, 3, 4, 4, 4, 2, 2, 2, 3, 4, 3, 2, 3, 4, 4, 3, 3, 4, 2, 2, 3, 2, 4, 2, 1, 2, 3, 4, 1, 1, 3, 3, 4, 3, 3, 1, 1, 3, 4, 2, 1, 3, 2, 4, 1, 2, 1"
"N192_M2_SD1_r0.3_V3G1M9P4";"V3G1M9P4";"192";"2";0.3;"kplus-skew-kurtosis";"4, 3, 2, 4, 3, 2, 1, 3, 3, 1, 2, 2, 2, 2, 4, 1, 2, 4, 3, 3, 3, 3, 2, 4, 4, 1, 2, 4, 1, 2, 1, 2, 3, 1, 3, 2, 3, 4, 1, 4, 3, 2, 4, 2, 3, 4, 3, 2, 3, 3, 1, 4, 2, 4, 3, 1, 2, 2, 3, 3, 1, 4, 3, 2, 2, 1, 4, 2, 3, 1, 3, 2, 1, 1, 3, 2, 1, 1, 3, 3, 3, 1, 1, 1, 1, 3, 3, 4, 1, 1, 1, 1, 4, 4, 2, 4, 4, 4, 4, 3, 2, 3, 1, 4, 2, 2, 4, 1, 2, 1, 4, 2, 1, 4, 4, 3, 1, 2, 1, 1, 4, 3, 4, 3, 1, 4, 3, 1, 1, 3, 3, 4, 1, 1, 4, 4, 3, 2, 2, 4, 2, 3, 2, 2, 1, 4, 3, 3, 1, 4, 4, 4, 4, 4, 1, 2, 3, 2, 4, 1, 2, 2, 3, 1, 2, 2, 3, 2, 3, 4, 1, 3, 1, 1, 3, 2, 4, 1, 3, 4, 2, 4, 4, 2, 2, 1, 4, 1, 2, 2, 4, 3"
"N192_M2_SD1_r0.3_V3G1M9P4";"V3G1M9P4";"192";"2";0.3;"kplus-correlation";"3, 4, 3, 2, 4, 4, 3, 4, 3, 3, 2, 4, 1, 1, 3, 3, 1, 4, 1, 3, 3, 3, 2, 2, 3, 4, 1, 4, 3, 1, 3, 1, 1, 2, 4, 3, 4, 4, 4, 1, 2, 2, 1, 1, 3, 1, 2, 3, 2, 4, 1, 2, 1, 4, 2, 1, 3, 4, 2, 2, 3, 2, 3, 1, 2, 3, 4, 2, 4, 1, 1, 1, 3, 4, 4, 2, 2, 2, 1, 3, 4, 2, 4, 4, 4, 3, 3, 2, 2, 3, 3, 4, 3, 3, 2, 1, 4, 1, 3, 1, 1, 1, 2, 2, 4, 4, 1, 3, 4, 1, 3, 4, 4, 4, 4, 1, 3, 2, 4, 4, 1, 3, 4, 3, 1, 4, 3, 1, 2, 3, 2, 1, 2, 3, 4, 4, 2, 1, 3, 1, 2, 3, 1, 2, 3, 4, 2, 3, 4, 1, 2, 3, 1, 1, 2, 2, 1, 4, 1, 2, 1, 4, 3, 2, 2, 4, 2, 4, 2, 4, 4, 1, 3, 1, 4, 2, 1, 1, 2, 3, 1, 2, 2, 3, 1, 3, 2, 1, 2, 3, 4, 2"
"N192_M2_SD1_r0.3_V3G1M9P4";"V3G1M9P4";"192";"2";0.3;"random";"4, 3, 2, 3, 1, 2, 1, 2, 3, 1, 1, 1, 1, 1, 3, 3, 1, 4, 4, 3, 1, 1, 4, 3, 1, 4, 1, 4, 3, 4, 2, 3, 1, 2, 4, 1, 4, 3, 2, 1, 4, 2, 2, 3, 3, 3, 4, 3, 3, 3, 3, 4, 1, 1, 4, 1, 2, 2, 2, 2, 2, 1, 3, 2, 1, 1, 4, 4, 1, 2, 4, 2, 1, 4, 2, 4, 4, 3, 1, 2, 4, 1, 1, 4, 3, 4, 3, 4, 4, 2, 3, 2, 3, 4, 1, 3, 3, 2, 2, 2, 1, 4, 2, 1, 2, 2, 2, 3, 2, 3, 2, 4, 4, 3, 1, 4, 1, 3, 4, 3, 3, 2, 1, 3, 3, 2, 4, 4, 1, 2, 2, 3, 4, 1, 4, 2, 2, 4, 3, 3, 4, 2, 4, 2, 3, 4, 1, 4, 3, 2, 4, 4, 4, 3, 4, 4, 2, 1, 2, 2, 4, 1, 3, 1, 2, 1, 3, 3, 1, 2, 3, 1, 2, 4, 3, 2, 2, 1, 1, 3, 1, 3, 4, 1, 4, 1, 1, 2, 2, 3, 1, 3"
"N192_M2_SD1_r0.5_G7I4R0M1";"G7I4R0M1";"192";"2";0.5;"diversity";"3, 3, 2, 1, 2, 3, 2, 3, 4, 2, 3, 2, 3, 1, 2, 4, 3, 4, 1, 1, 3, 3, 3, 4, 2, 4, 1, 3, 2, 1, 2, 3, 1, 4, 4, 4, 2, 4, 4, 2, 1, 3, 2, 2, 3, 1, 1, 3, 3, 4, 1, 3, 1, 1, 4, 4, 4, 1, 2, 1, 3, 4, 3, 1, 4, 4, 4, 1, 2, 1, 1, 4, 2, 3, 1, 3, 1, 2, 4, 2, 4, 3, 2, 1, 2, 4, 3, 3, 2, 1, 2, 4, 3, 1, 4, 1, 2, 1, 3, 2, 4, 4, 2, 1, 4, 3, 1, 3, 2, 4, 3, 3, 3, 2, 4, 1, 4, 1, 4, 4, 1, 1, 3, 2, 1, 2, 3, 1, 1, 2, 4, 3, 3, 3, 1, 1, 1, 4, 2, 4, 4, 1, 1, 4, 3, 3, 3, 4, 2, 4, 4, 2, 2, 1, 4, 3, 2, 2, 4, 4, 1, 2, 2, 4, 3, 2, 2, 2, 1, 3, 1, 4, 3, 3, 2, 4, 1, 2, 1, 3, 2, 2, 2, 4, 1, 3, 1, 3, 2, 4, 2, 3"
"N192_M2_SD1_r0.5_G7I4R0M1";"G7I4R0M1";"192";"2";0.5;"k-means";"2, 4, 4, 2, 3, 3, 2, 1, 3, 4, 2, 1, 2, 4, 1, 4, 4, 1, 4, 2, 1, 1, 1, 2, 3, 4, 2, 4, 1, 2, 3, 3, 3, 3, 2, 4, 1, 3, 4, 3, 3, 2, 4, 4, 1, 3, 3, 1, 2, 2, 4, 1, 2, 4, 1, 3, 3, 4, 1, 1, 4, 2, 2, 2, 3, 3, 2, 1, 2, 1, 1, 4, 1, 2, 3, 1, 4, 1, 4, 2, 4, 1, 1, 3, 3, 2, 1, 3, 1, 3, 4, 4, 2, 1, 4, 4, 1, 2, 1, 3, 4, 2, 2, 3, 4, 1, 4, 3, 2, 1, 3, 2, 3, 2, 2, 3, 2, 3, 4, 2, 1, 2, 3, 1, 1, 2, 1, 4, 3, 1, 4, 3, 2, 1, 1, 1, 3, 1, 2, 1, 3, 2, 4, 4, 3, 2, 4, 1, 2, 3, 2, 3, 4, 4, 4, 3, 2, 4, 1, 2, 2, 1, 3, 4, 1, 3, 2, 4, 2, 1, 3, 1, 3, 4, 3, 4, 3, 4, 3, 3, 2, 4, 2, 3, 4, 4, 1, 2, 1, 4, 3, 4"
"N192_M2_SD1_r0.5_G7I4R0M1";"G7I4R0M1";"192";"2";0.5;"kplus";"3, 2, 2, 2, 3, 2, 3, 1, 2, 1, 1, 4, 3, 4, 4, 1, 3, 2, 4, 3, 3, 3, 3, 1, 4, 2, 3, 2, 3, 4, 4, 1, 2, 4, 2, 2, 1, 3, 4, 4, 1, 3, 2, 3, 4, 3, 2, 2, 1, 2, 4, 4, 4, 3, 4, 1, 3, 4, 4, 1, 2, 4, 3, 1, 2, 1, 4, 4, 1, 4, 2, 3, 4, 1, 2, 2, 2, 4, 1, 1, 4, 1, 3, 3, 3, 2, 2, 2, 2, 2, 4, 2, 2, 4, 2, 1, 4, 2, 3, 3, 4, 2, 1, 1, 1, 1, 3, 1, 3, 3, 4, 1, 3, 2, 3, 2, 2, 4, 2, 3, 2, 1, 3, 3, 2, 1, 4, 1, 3, 3, 3, 2, 4, 1, 2, 1, 2, 1, 4, 4, 1, 4, 1, 3, 1, 4, 2, 4, 4, 1, 4, 3, 3, 1, 3, 4, 1, 1, 3, 1, 3, 2, 3, 4, 1, 3, 2, 1, 3, 1, 2, 1, 4, 3, 2, 2, 1, 3, 1, 1, 3, 4, 4, 1, 4, 4, 4, 4, 2, 2, 1, 3"
"N192_M2_SD1_r0.5_G7I4R0M1";"G7I4R0M1";"192";"2";0.5;"kplus-skew-kurtosis";"3, 1, 3, 1, 2, 1, 4, 4, 4, 3, 2, 1, 2, 1, 2, 3, 1, 1, 3, 2, 1, 2, 4, 4, 3, 2, 1, 1, 2, 3, 4, 2, 1, 4, 4, 2, 4, 2, 2, 1, 4, 3, 1, 4, 3, 3, 4, 4, 2, 2, 2, 1, 4, 3, 4, 3, 1, 1, 4, 2, 4, 4, 3, 1, 3, 2, 1, 3, 1, 4, 1, 4, 3, 1, 1, 4, 3, 4, 4, 1, 1, 3, 3, 1, 1, 4, 2, 3, 4, 4, 3, 4, 3, 4, 4, 2, 1, 4, 1, 4, 3, 2, 3, 3, 2, 4, 1, 1, 2, 3, 1, 2, 2, 1, 2, 2, 2, 1, 4, 4, 2, 3, 2, 1, 3, 3, 1, 4, 4, 4, 3, 2, 1, 3, 4, 3, 2, 4, 3, 1, 2, 1, 3, 2, 3, 3, 4, 2, 2, 2, 1, 4, 1, 2, 3, 2, 4, 1, 1, 3, 2, 2, 1, 2, 4, 3, 2, 4, 2, 3, 3, 2, 3, 4, 3, 1, 3, 2, 1, 3, 3, 3, 4, 2, 1, 2, 2, 4, 1, 3, 4, 1"
"N192_M2_SD1_r0.5_G7I4R0M1";"G7I4R0M1";"192";"2";0.5;"kplus-correlation";"3, 1, 2, 3, 1, 4, 1, 4, 1, 1, 1, 1, 3, 1, 2, 3, 1, 4, 3, 2, 1, 2, 1, 2, 4, 4, 2, 4, 2, 3, 2, 3, 3, 2, 4, 3, 3, 3, 2, 2, 1, 4, 4, 3, 4, 4, 2, 1, 2, 3, 4, 1, 1, 3, 2, 2, 4, 3, 3, 3, 4, 4, 3, 4, 1, 4, 1, 2, 4, 1, 4, 3, 1, 3, 2, 2, 4, 3, 4, 2, 1, 4, 1, 4, 3, 4, 2, 4, 1, 4, 2, 3, 1, 3, 3, 4, 1, 4, 4, 1, 4, 2, 3, 2, 2, 2, 1, 4, 4, 1, 1, 2, 1, 3, 3, 2, 1, 4, 1, 3, 3, 3, 2, 3, 1, 1, 2, 4, 3, 1, 2, 2, 4, 3, 4, 2, 1, 2, 2, 3, 2, 3, 3, 3, 4, 4, 1, 1, 4, 1, 2, 4, 2, 4, 1, 2, 4, 1, 2, 3, 4, 2, 2, 3, 3, 1, 4, 3, 4, 2, 1, 3, 2, 2, 3, 3, 3, 2, 1, 4, 2, 1, 4, 1, 3, 2, 4, 2, 1, 1, 1, 3"
"N192_M2_SD1_r0.5_G7I4R0M1";"G7I4R0M1";"192";"2";0.5;"random";"2, 3, 4, 4, 2, 1, 3, 3, 4, 1, 1, 4, 1, 2, 3, 3, 2, 4, 2, 4, 3, 1, 4, 2, 2, 2, 3, 3, 3, 1, 3, 1, 4, 3, 1, 3, 1, 4, 3, 4, 1, 3, 4, 1, 3, 3, 3, 2, 4, 3, 4, 3, 3, 4, 2, 2, 2, 2, 1, 2, 4, 1, 3, 2, 1, 3, 3, 1, 2, 2, 2, 2, 1, 1, 3, 1, 1, 4, 4, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 3, 3, 2, 1, 4, 2, 1, 4, 1, 4, 1, 3, 4, 4, 2, 3, 4, 3, 1, 3, 3, 4, 4, 2, 2, 1, 2, 2, 4, 3, 4, 4, 2, 4, 4, 4, 2, 3, 2, 2, 1, 1, 3, 3, 2, 3, 3, 3, 4, 1, 1, 3, 1, 3, 4, 4, 4, 2, 2, 3, 2, 4, 3, 1, 3, 1, 1, 2, 3, 3, 2, 4, 2, 4, 2, 4, 1, 4, 1, 4, 1, 2, 3, 4, 3, 2, 4, 2, 4, 1, 1, 4, 1, 4, 3, 4, 4, 1, 2, 2"
"N192_M2_SD1_r0.5_K3B0N7Z5";"K3B0N7Z5";"192";"2";0.5;"diversity";"1, 3, 4, 2, 2, 3, 4, 3, 2, 4, 1, 1, 2, 2, 4, 4, 2, 4, 1, 1, 3, 4, 2, 1, 1, 4, 4, 1, 3, 3, 1, 2, 3, 4, 2, 1, 2, 2, 2, 1, 4, 4, 2, 4, 3, 4, 2, 1, 4, 2, 3, 2, 4, 3, 4, 2, 3, 3, 3, 1, 3, 2, 3, 4, 1, 1, 3, 1, 3, 3, 4, 2, 2, 2, 4, 1, 1, 2, 1, 2, 4, 3, 4, 4, 2, 1, 2, 2, 3, 4, 4, 2, 3, 2, 2, 4, 1, 1, 1, 3, 1, 2, 3, 4, 3, 1, 3, 2, 1, 2, 4, 3, 1, 1, 1, 2, 3, 3, 1, 3, 4, 3, 1, 2, 4, 1, 3, 2, 3, 3, 3, 4, 3, 3, 3, 1, 1, 4, 4, 1, 4, 3, 1, 1, 1, 1, 1, 1, 4, 2, 4, 2, 2, 2, 2, 4, 3, 4, 1, 1, 3, 4, 2, 1, 3, 2, 3, 4, 4, 1, 4, 3, 2, 2, 1, 2, 4, 3, 3, 4, 2, 1, 4, 4, 2, 4, 1, 3, 4, 3, 3, 2"
"N192_M2_SD1_r0.5_K3B0N7Z5";"K3B0N7Z5";"192";"2";0.5;"k-means";"3, 2, 3, 4, 4, 2, 2, 4, 3, 1, 4, 1, 3, 1, 3, 4, 4, 1, 2, 2, 4, 3, 1, 3, 2, 3, 2, 1, 1, 3, 1, 3, 2, 2, 3, 1, 3, 2, 1, 2, 1, 4, 1, 4, 1, 1, 3, 3, 3, 4, 1, 3, 3, 2, 3, 3, 3, 4, 4, 1, 4, 2, 3, 2, 4, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 4, 1, 2, 3, 4, 4, 4, 3, 1, 3, 4, 1, 3, 1, 1, 2, 1, 1, 4, 1, 1, 3, 2, 2, 1, 4, 2, 2, 3, 1, 3, 4, 3, 2, 3, 1, 2, 3, 4, 2, 2, 3, 3, 2, 4, 2, 2, 1, 4, 2, 1, 1, 2, 1, 1, 2, 2, 1, 3, 4, 4, 2, 3, 2, 3, 3, 4, 3, 3, 4, 4, 4, 2, 2, 2, 4, 4, 3, 4, 4, 3, 1, 4, 1, 3, 4, 1, 4, 2, 4, 4, 2, 4, 4, 2, 2, 4, 2, 1, 4, 3, 4, 1, 2, 3, 4, 4, 1, 1, 3, 3, 1, 1, 4, 2, 2, 2"
"N192_M2_SD1_r0.5_K3B0N7Z5";"K3B0N7Z5";"192";"2";0.5;"kplus";"2, 1, 4, 4, 2, 4, 4, 1, 1, 2, 1, 1, 3, 2, 4, 2, 1, 1, 3, 2, 4, 4, 1, 3, 2, 2, 3, 4, 1, 3, 2, 4, 4, 2, 1, 2, 3, 2, 2, 1, 2, 4, 2, 3, 4, 3, 2, 3, 4, 1, 1, 1, 2, 3, 4, 4, 3, 3, 3, 4, 3, 4, 4, 1, 4, 3, 3, 1, 2, 1, 1, 1, 4, 2, 1, 1, 1, 2, 3, 1, 4, 1, 1, 3, 2, 2, 4, 4, 4, 4, 1, 3, 1, 3, 2, 4, 1, 4, 3, 1, 2, 1, 1, 2, 4, 2, 1, 3, 2, 3, 3, 2, 3, 4, 3, 1, 2, 3, 1, 4, 3, 4, 2, 2, 4, 2, 1, 4, 4, 1, 3, 1, 4, 4, 2, 4, 2, 1, 3, 2, 3, 3, 4, 3, 3, 3, 4, 1, 3, 2, 4, 3, 2, 1, 2, 4, 3, 1, 1, 1, 3, 4, 2, 2, 4, 1, 4, 3, 3, 2, 2, 1, 3, 1, 4, 2, 3, 3, 3, 3, 3, 4, 2, 2, 4, 2, 1, 4, 1, 2, 2, 3"
"N192_M2_SD1_r0.5_K3B0N7Z5";"K3B0N7Z5";"192";"2";0.5;"kplus-skew-kurtosis";"2, 3, 4, 3, 2, 4, 1, 3, 2, 2, 4, 3, 4, 4, 1, 1, 4, 2, 1, 2, 4, 3, 3, 2, 4, 3, 1, 1, 1, 1, 2, 4, 3, 2, 2, 2, 2, 4, 1, 2, 3, 4, 2, 3, 1, 4, 1, 2, 3, 4, 2, 3, 4, 1, 2, 1, 3, 4, 4, 3, 2, 4, 2, 4, 3, 3, 1, 4, 1, 4, 2, 4, 4, 3, 4, 3, 1, 4, 4, 4, 1, 3, 4, 2, 1, 2, 3, 3, 2, 1, 1, 3, 4, 3, 4, 4, 3, 2, 1, 3, 1, 2, 3, 1, 1, 4, 1, 4, 4, 2, 2, 3, 3, 1, 1, 1, 3, 2, 3, 4, 1, 1, 1, 1, 4, 2, 2, 1, 3, 1, 2, 3, 4, 2, 2, 3, 2, 2, 2, 3, 4, 4, 2, 3, 3, 1, 3, 1, 1, 1, 4, 1, 4, 1, 1, 2, 4, 1, 3, 2, 3, 1, 3, 2, 3, 4, 3, 3, 1, 4, 3, 4, 2, 3, 1, 3, 4, 2, 1, 2, 2, 3, 1, 2, 2, 4, 4, 1, 3, 2, 2, 4"
"N192_M2_SD1_r0.5_K3B0N7Z5";"K3B0N7Z5";"192";"2";0.5;"kplus-correlation";"4, 2, 1, 3, 1, 1, 4, 1, 1, 2, 1, 4, 4, 1, 2, 2, 2, 1, 4, 1, 3, 4, 2, 1, 1, 2, 4, 1, 2, 4, 2, 4, 1, 1, 3, 3, 1, 2, 1, 2, 1, 4, 4, 4, 4, 1, 3, 2, 2, 4, 2, 1, 3, 3, 1, 3, 4, 2, 3, 4, 2, 1, 4, 2, 2, 3, 2, 4, 3, 3, 2, 4, 1, 3, 4, 3, 4, 1, 3, 1, 2, 1, 4, 1, 4, 4, 2, 4, 1, 3, 3, 3, 3, 2, 3, 1, 1, 1, 2, 4, 3, 3, 2, 2, 3, 3, 2, 4, 3, 2, 3, 3, 4, 1, 2, 2, 2, 3, 3, 1, 3, 3, 3, 3, 4, 1, 3, 4, 4, 1, 1, 3, 4, 3, 2, 2, 3, 3, 1, 3, 1, 2, 4, 4, 3, 4, 4, 4, 3, 1, 3, 2, 4, 4, 2, 1, 1, 3, 2, 4, 1, 4, 4, 2, 2, 3, 4, 2, 3, 2, 1, 2, 4, 2, 4, 1, 2, 4, 1, 1, 3, 3, 2, 1, 2, 4, 3, 1, 2, 1, 2, 4"
"N192_M2_SD1_r0.5_K3B0N7Z5";"K3B0N7Z5";"192";"2";0.5;"random";"4, 3, 3, 1, 2, 2, 3, 1, 1, 2, 3, 2, 3, 3, 2, 2, 3, 2, 3, 4, 3, 2, 4, 4, 3, 3, 4, 4, 3, 3, 1, 3, 4, 1, 1, 4, 4, 4, 3, 4, 3, 3, 4, 1, 3, 2, 2, 4, 1, 4, 2, 1, 1, 1, 4, 1, 4, 2, 2, 3, 1, 1, 2, 3, 1, 4, 1, 2, 4, 4, 4, 2, 4, 2, 2, 1, 2, 1, 2, 4, 3, 4, 1, 2, 1, 2, 3, 4, 3, 1, 3, 4, 1, 3, 1, 2, 1, 2, 2, 1, 2, 3, 3, 4, 3, 3, 1, 2, 1, 2, 3, 4, 4, 4, 1, 2, 2, 2, 2, 2, 1, 4, 2, 4, 2, 3, 4, 3, 1, 1, 2, 1, 3, 3, 1, 3, 1, 4, 3, 3, 1, 3, 2, 4, 4, 1, 1, 3, 4, 4, 4, 2, 4, 3, 1, 2, 1, 4, 2, 3, 2, 4, 3, 1, 4, 1, 2, 1, 3, 4, 4, 2, 1, 1, 1, 3, 3, 2, 1, 3, 2, 1, 2, 2, 4, 4, 3, 4, 4, 1, 3, 2"
"N192_M2_SD2_r0.2_H8D9K6O3";"H8D9K6O3";"192";"2";0.2;"diversity";"3, 4, 1, 1, 2, 1, 1, 1, 3, 2, 3, 2, 4, 4, 3, 2, 2, 1, 1, 3, 2, 3, 2, 1, 3, 4, 2, 1, 4, 4, 1, 2, 1, 2, 4, 2, 1, 2, 3, 1, 4, 1, 3, 3, 2, 3, 1, 4, 3, 2, 3, 3, 4, 4, 2, 3, 4, 1, 4, 3, 3, 3, 1, 4, 4, 1, 1, 2, 3, 4, 2, 4, 4, 1, 4, 4, 2, 3, 4, 1, 3, 2, 1, 2, 4, 3, 1, 3, 3, 3, 4, 4, 4, 4, 1, 2, 4, 1, 4, 3, 3, 2, 4, 2, 3, 3, 1, 4, 2, 3, 3, 3, 4, 2, 4, 4, 1, 1, 1, 1, 2, 2, 4, 3, 2, 3, 3, 1, 3, 3, 2, 4, 3, 2, 4, 2, 4, 3, 3, 2, 1, 1, 3, 4, 2, 1, 4, 2, 4, 1, 1, 1, 4, 1, 3, 2, 1, 4, 2, 1, 4, 1, 4, 1, 1, 4, 2, 2, 2, 2, 4, 4, 1, 3, 3, 4, 3, 3, 2, 1, 2, 2, 2, 1, 2, 1, 3, 2, 3, 1, 2, 2"
